text1,text2,prefix,sub10,lcs,inverted,heap,label
a young child playing in a lexmark box and using it as a fort ,a young child is building a blanket fortress ,14,1,14,5,11,0
a young child playing in a lexmark box and using it as a fort ,a child is playing with a box ,2,0,9,6,15,1
a bicyclist riding down the road wearing helmet and black jacket ,the bicyclist is fixing his bike ,0,0,11,2,12,0
a bicyclist riding down the road wearing helmet and black jacket ,a bicyclist is riding down the road ,12,1,22,6,19,1
woman in black jacket and blue pants rides bike on shoulder through construction area ,a boy rides a hobby horse ,0,0,7,1,5,0
woman in black jacket and blue pants rides bike on shoulder through construction area ,a woman on a bike ,0,0,6,3,11,1
a man in a red shirt holding a red piece of clothing ,the man is holding a black pair of pants ,0,0,11,6,12,0
a man in a red shirt holding a red piece of clothing ,a man is holding something ,7,0,9,5,11,1
a person on a bike riding by a bright orange sign ,the man hails a taxi in the country ,0,0,3,3,3,0
a person on a bike riding by a bright orange sign ,a person rides a bike ,9,0,9,5,11,1
a woman is riding a bike ,a woman is outside ,11,1,11,4,8,1
a woman is riding a bike ,the woman is enjoying some chocolate milk after a long work out ,0,0,10,4,8,0
a happy older couple share a dance while a younger dancing woman looks on ,an older couple sit and watch a young woman dance ,1,0,15,7,16,0
a happy older couple share a dance while a younger dancing woman looks on ,people attend a dance ,0,0,9,4,7,1
white and black dog jumping over red haired dog in grass ,dog jumps over a princess ,0,0,8,3,10,0
white and black dog jumping over red haired dog in grass ,dog jumps over dog ,0,0,8,3,10,1
two people sit on a wooden bench and face each other to talk ,two people playing catch ,11,1,11,2,9,0
two people sit on a wooden bench and face each other to talk ,two people talking while sitting ,11,1,11,2,9,1
a group of people sit watching an event behind a tim hortons sign ,there is a group of people sitting,0,0,21,5,13,1
a group of people sit watching an event behind a tim hortons sign ,there is a group of people standing outdoors,0,0,19,5,13,0
a small white dogs leaps over the back of a larger dog to chase his toy ,the large dog is beneath the small dog ,0,0,7,3,11,1
a small white dogs leaps over the back of a larger dog to chase his toy ,the dogs are baking cookies ,0,0,7,2,7,0
a man hovers over a woman seated at an art gallery s front desk ,a man and a woman at a desk,6,0,9,6,12,1
a man hovers over a woman seated at an art gallery s front desk ,a man and a woman sitting on a bench reading books,6,0,10,4,9,0
racedog has the number   ,a racing dog has a number   ,0,0,10,2,9,1
racedog has the number   ,a race dog is number   ,0,0,10,1,6,0
a dog  wearing a number    running in a race ,the dog is sleeping ,0,0,5,1,3,0
a dog  wearing a number    running in a race ,the dog is has a digit on itself ,0,0,5,4,5,1
a greyhound runs in a race  bee striped jacket  number eight ,the greyhound is wearing the number seven ,0,0,11,2,15,0
a greyhound runs in a race  bee striped jacket  number eight ,the greyhound is running around a track ,0,0,11,3,11,1
a greyhound dog wearing a yellow and black shirt runs along a dirt racetrack ,a beagle is wearing a yellow and black shirt ,2,0,34,8,18,0
a greyhound dog wearing a yellow and black shirt runs along a dirt racetrack ,a horse races around the track,2,0,5,3,3,0
a greyhound dog wearing a yellow and black shirt runs along a dirt racetrack ,there is a puppy laying on a couch,0,0,4,3,3,0
a greyhound dog wearing a yellow and black shirt runs along a dirt racetrack ,there is an animal running outdoors,0,0,4,0,0,1
a greyhound dog wearing a yellow and black shirt runs along a dirt racetrack ,the dog is sitting  waiting to be petted ,0,0,5,1,3,0
a greyhound dog wearing a yellow and black shirt runs along a dirt racetrack ,there is a cat on the racetrack,0,0,10,4,11,0
a greyhound dog wearing a yellow and black shirt runs along a dirt racetrack ,the dog is running ,0,0,5,1,3,1
a greyhound dog wearing a yellow and black shirt runs along a dirt racetrack ,the dog is an animal,0,0,5,1,3,1
a greyhound dog wearing a yellow and black shirt runs along a dirt racetrack ,a dog is at a racetrack ,2,0,11,5,13,1
a greyhound dog wearing a yellow and black shirt runs along a dirt racetrack ,an animal is outside,1,0,3,0,0,1
gray dog with muzzle and with the    yellow striped identification is running ,a gray dog is sleeping on the floor ,0,0,9,4,10,0
gray dog with muzzle and with the    yellow striped identification is running ,a dog is running a race ,0,0,12,3,12,1
a man wearing white clothes with a blue backpack waits for the blond woman to sign a book ,a man is watching a movie ,6,0,6,4,5,0
a man dressed in red is at the marketplace ,man standing at a market,0,0,7,3,6,1
a man dressed in red is at the marketplace ,man sitting in office,0,0,4,2,5,0
a person performing a wheelie trick on a motorcycle in a parking lot ,a person does a stunt on his motorbike ,9,0,9,6,9,1
a person performing a wheelie trick on a motorcycle in a parking lot ,a woman rides a unicycle in the parking lot ,2,0,13,7,12,0
a man standing on a motorcycle doing a stunt,a stuntman on a motorcycle,2,0,16,5,13,1
a man standing on a motorcycle doing a stunt,a man crashes a car into a pole,6,0,6,4,5,0
motorcycle daredevil on reared motorcycle ,motorcyle crashes into a pile of cars ,7,0,7,0,0,0
motorcycle daredevil on reared motorcycle ,motorcylist rides his bike ,7,0,7,0,0,1
someone riding sideways on a motorcycle ,the rider is straddling the motorcycle ,0,0,12,1,10,0
someone riding sideways on a motorcycle ,the person is laying in his bedroom ,0,0,4,0,0,0
someone riding sideways on a motorcycle ,someone is riding side saddled on a motor bike ,8,0,12,4,15,1
someone riding sideways on a motorcycle ,someone is parked in a car on the street,8,0,8,3,10,0
someone riding sideways on a motorcycle ,the individual sat on a bench in the subway terminal ,0,0,6,2,3,0
someone riding sideways on a motorcycle ,a person is on a motorcycle ,0,0,18,3,13,1
someone riding sideways on a motorcycle ,there is a person on a machine ,0,0,7,2,3,1
someone riding sideways on a motorcycle ,a person is on a motorcycle ,0,0,18,3,13,1
someone riding sideways on a motorcycle ,the birds in the tree are singing and eating worms ,0,0,4,0,0,0
someone riding sideways on a motorcycle ,a person on a motorcycle is ridding sideways,0,0,17,4,20,1
young man standing on one hand in front of an audience ,the young man played his guitar ,0,0,10,2,8,0
young man standing on one hand in front of an audience ,the young adult stood on one hand during his performance ,0,0,13,4,12,1
man in a hood performing in front of a group of onlookers ,the man is at home sleeping,0,0,5,1,3,0
man in a hood performing in front of a group of onlookers ,a man is performing,0,0,11,4,14,1
a guy is on one hand throwing his feet up surrounded by a crowd ,a man performs tricks for a crowd ,2,0,9,3,7,1
a guy is on one hand throwing his feet up surrounded by a crowd ,a guy is practicing his stunts in his living room ,9,0,9,5,8,0
a man in a gray hat and tank top with black shorts doing a handstand ,the man is reading a newspaper while seated at his desk ,0,0,6,4,5,0
a man in a gray hat and tank top with black shorts doing a handstand ,the man has his hands on the ground ,0,0,6,1,3,1
a woman with blond hair  glasses  necklace  and a green and blue floral dress is holding a yellow container ,a woman with brown hair is holding a frying pan ,14,1,14,8,16,0
a woman with blond hair  glasses  necklace  and a green and blue floral dress is holding a yellow container ,a blond woman in a floral dress is holding a container ,2,0,27,10,22,1
a lady sitting on the edge of a dock reading a book and listening to music ,a woman is inside watching tv ,2,0,5,3,3,0
a lady sitting on the edge of a dock reading a book and listening to music ,a lady is outside reading and listening to music ,7,0,24,9,21,1
a man is getting a book autographed ,the gentleman proffered his book for an autograph,0,0,10,1,4,1
a man is getting a book autographed ,the man was buying diapers at the local costco,0,0,5,1,3,0
a man with a beard and a woman in sunglasses are standing in front of a liquor store ,the children are in school ,0,0,5,3,7,0
a man with a beard and a woman in sunglasses are standing in front of a liquor store ,the man and women are standing ,0,0,14,4,14,1
a man and woman stand on a one way road in front of a red stuccoed building ,two people stand on a road by a building ,0,0,12,7,17,1
a man and woman stand on a one way road in front of a red stuccoed building ,a man and woman standing on the sidewalk outside of the subway station ,21,1,21,8,11,0
two people look toward the camera as they cross the street in front of a red building with a sign saying   royal  ,two sister relax by a pool ,4,0,4,3,5,0
two people look toward the camera as they cross the street in front of a red building with a sign saying   royal  ,a red building has a sign ,0,0,15,5,15,1
a man in a blue striped shirt and jeans along with a woman in a brown shirt walking across the street ,a man wearing a striped shirt and a woman wearing a polka dotted shirt cross the street ,6,0,19,12,18,0
a man in a blue striped shirt and jeans along with a woman in a brown shirt walking across the street ,two people are walking on the street ,0,0,12,3,16,1
two guys and two girls are playing a casino game ,people are playing a game ,0,0,15,4,14,1
two guys and two girls are playing a casino game ,one guy and twenty girls are shooting guns ,0,0,11,3,11,0
a man and a woman look to their left near a liquor store ,a man and a woman sleeping in their bed,18,1,18,7,13,0
a man and a woman look to their left near a liquor store ,a man and a woman near a liquor store,18,1,20,9,16,1
a man dressed as a pirate stands next to a man playing a saxophone as well as a man playing an accordion as viewers watch ,there are three men in this picture,0,0,3,0,0,1
a man dressed as a pirate stands next to a man playing a saxophone as well as a man playing an accordion as viewers watch ,the men are best friends trying to settle a bet of who is better at swimming ,0,0,5,6,4,0
a saxophone player dressed in a blue sweatshirt and an accordion player entertain people on the street  including a pirate ,a sax player entertains people,5,0,17,6,18,1
